Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band	Gene name
4	56338287	56387508	q12	AASDH
4	56393362	56435615	q12	PPAT
4	56435741	56464579	q12	PAICS
4	56466915	56503680	q12	SRP72
4	56505209	56524448	q12	ARL9
4	56530609	56603507	q12	THEGL
4	56647988	56681899	q12	HOPX
4	56809860	56821742	q12	SPINK2
4	56907876	56966678	q12	REST
4	56963370	56978823	q12	NOA1
4	56977722	57031168	q12	POLR2B
4	57030773	57110385	q12	IGFBP7
4	61201258	62078335	q13.1	ADGRL3
4	64275257	64409468	q13.1	TECRL
4	65319563	65670495	q13.2	EPHA5
4	67468748	67545606	q13.2	CENPC
4	67558728	67607337	q13.2	STAP1
4	67612652	67701179	q13.2	UBA6
4	67739328	67754360	q13.2	GNRHR
4	67820876	67884032	q13.2	TMPRSS11D
4	67909385	67964140	q13.2	TMPRSS11A
4	68053198	68129880	q13.2	TMPRSS11F
4	68226653	68245720	q13.2	TMPRSS11B
4	68310387	68350089	q13.2	YTHDC1
4	68447449	68497604	q13.2	TMPRSS11E
4	68537184	68568527	q13.2	UGT2B17
4	68646630	68670628	q13.2	UGT2B15
4	68815993	68831196	q13.2	UGT2B10
4	68928463	68951791	q13.2	UGT2A3
4	69051363	69112987	q13.2	UGT2B7
4	69199951	69214731	q13.2	UGT2B11
4	69280499	69295050	q13.2	UGT2B28
4	69480165	69526014	q13.3	UGT2B4
4	69588417	69653249	q13.3	UGT2A1
4	69589309	69639642	q13.3	UGT2A2
4	69721162	69787961	q13.3	SULT1B1
4	69841212	69860152	q13.3	SULT1E1
4	69931081	69946574	q13.3	CSN1S1
4	69955256	69961007	q13.3	CSN2
4	69995930	70002570	q13.3	STATH
4	70028413	70036538	q13.3	HTN3
4	70050402	70058845	q13.3	HTN1
4	70133616	70176799	q13.3	PRR27
4	70196496	70204576	q13.3	ODAM
4	70226071	70235252	q13.3	FDCSP
4	70242588	70251428	q13.3	CSN3
4	70334966	70337116	q13.3	CABS1
4	70360761	70367158	q13.3	SMR3A
4	70370093	70390244	q13.3	SMR3B
4	70397882	70410194	q13.3	OPRPN
4	70430492	70482997	q13.3	MUC7
4	70518540	70532742	q13.3	AMTN
4	70592256	70607288	q13.3	AMBN
4	70628744	70686816	q13.3	ENAM
4	70655541	70681817	q13.3	JCHAIN
4	70688479	70690551	q13.3	UTP3
4	70704204	70807315	q13.3	RUFY3
4	70815782	70839945	q13.3	GRSF1
4	70902326	71022449	q13.3	MOB1B
4	70992538	71030914	q13.3	DCK
4	71186757	71572087	q13.3	SLC4A4
4	71741693	71804041	q13.3	GC
4	72031804	72148067	q13.3	NPFFR2
4	72280969	72569386	q13.3	ADAMTS3
4	73052362	73069755	q13.3	COX18
4	73073376	73258798	q13.3	ANKRD17
4	73397114	73421412	q13.3	ALB
4	73431138	73456174	q13.3	AFP
4	73481683	73504001	q13.3	AFM
4	73571550	73620631	q13.3	RASSF6
4	73740506	73743716	q13.3	CXCL8
4	73836497	73849064	q13.3	CXCL6
4	73853189	73854155	q13.3	PF4V1
4	73869393	73871242	q13.3	CXCL1
4	73981077	73982124	q13.3	PF4
4	73987038	73988197	q13.3	PPBP
4	73995642	73998779	q13.3	CXCL5
4	74036589	74038807	q13.3	CXCL3
4	74097035	74099293	q13.3	CXCL2
4	74114174	74303099	q13.3	MTHFD2L
4	74308473	74315307	q13.3	EPGN
4	74365143	74388751	q13.3	EREG
4	74445134	74455009	q13.3	AREG
4	74744759	74794686	q13.3	BTC
4	74933095	75050115	q13.3	PARM1
4	75479037	75514764	q21.1	RCHY1
4	75513946	75550473	q21.1	THAP6
4	75556048	75565885	q21.1	C4orf26
4	75578005	75630716	q21.1	CDKL2
4	75642782	75724525	q21.1	G3BP2
4	75724593	75814286	q21.1	USO1
4	75859864	75902571	q21.1	PPEF2
4	75913657	75941051	q21.1	NAAA
4	75940950	75990962	q21.1	SDAD1
4	76001275	76007488	q21.1	CXCL9
4	76011184	76112802	q21.1	ART3
4	76021117	76023497	q21.1	CXCL10
4	76033682	76041415	q21.1	CXCL11
4	76114659	76148515	q21.1	NUP54
4	76158733	76234536	q21.1	SCARB2
4	76214040	76283780	q21.1	FAM47E
4	76251721	76311129	q21.1	FAM47E-STBD1
4	76306026	76311599	q21.1	STBD1
4	76312997	76421868	q21.1	CCDC158
4	76435100	76783253	q21.1	SHROOM3
4	76894928	76898147	q21.1	SOWAHB
4	76949703	77040384	q21.1	SEPT11
4	77047158	77076005	q21.1	CCNI
4	77157151	77433388	q21.1	CCNG2
4	77511753	77611834	q21.1	CXCL13
4	77713387	77819615	q21.1	CNOT6L
4	77862520	77952790	q21.1	MRPL1
4	78057570	78544269	q21.21	FRAS1
4	78551519	78610451	q21.21	ANXA3
4	78776342	78916372	q21.21	BMP2K
4	78887127	78939438	q21.21	PAQR3
4	79225694	79326050	q21.21	NAA11
4	79406352	79408293	q21.21	GK2
4	79901149	80125454	q21.21	ANTXR2
4	80183879	80204329	q21.21	PRDM8
4	80266599	80336680	q21.21	FGF5
4	80335720	80963756	q21.21	C4orf22
4	81030965	81057531	q21.21	BMP3
4	81087370	81215117	q21.21	PRKG2
4	81426393	82044244	q21.22	RASGEF1B
4	82352498	82374503	q21.22	HNRNPD
4	82422564	82430408	q21.22	HNRNPDL
4	82430562	82461091	q21.22	ENOPH1
4	82483170	82562357	q21.22	TMEM150C
4	82629539	82798857	q21.22	SCD5
4	82818661	82901166	q21.22	SEC31A
4	82900684	82919969	q21.22	THAP9
4	82909973	83012926	q21.22	LIN54
4	83034447	83075818	q21.22	COPS4
4	83090048	83137075	q21.22	PLAC8
4	83261536	83284914	q21.23	COQ2
4	83292461	83335153	q21.23	HPSE
4	83407343	83455856	q21.23	HELQ
4	83455932	83469735	q21.23	MRPS18C
4	83459517	83523348	q21.23	ABRAXAS1
4	83535914	83605875	q21.23	GPAT3
4	84491987	84498450	q21.23	NKX6-1
4	84582979	84651338	q21.23	CDS1
4	84669610	84966391	q21.23	WDFY3
4	85475114	86002670	q21.23	ARHGAP24
4	85990007	86594625	q21.3	MAPK10
4	86594315	86815171	q21.3	PTPN13
4	86823468	86849263	q21.3	SLC10A6
4	86876205	86936202	q21.3	C4orf36
4	86935002	87141054	q21.3	AFF1
4	87160103	87240314	q22.1	KLHL8
4	87303789	87322906	q22.1	HSD17B13
4	87336610	87391386	q22.1	HSD17B11
4	87422582	87459454	q22.1	NUDT9
4	87473335	87531061	q22.1	SPARCL1
4	87608529	87616910	q22.1	DSPP
4	87650307	87664361	q22.1	DMP1
4	87799581	87812435	q22.1	IBSP
4	87821411	87846817	q22.1	MEPE
4	87975650	87983426	q22.1	SPP1
4	88007668	88077777	q22.1	PKD2
4	88090264	88231322	q22.1	ABCG2
4	88257620	88284769	q22.1	PPM1K
4	88378739	88443111	q22.1	HERC6
4	88457117	88506163	q22.1	HERC5
4	88520985	88523813	q22.1	PYURF
4	88521048	88708542	q22.1	HERC3
4	88521573	88521789	q22.1	PIGY
4	88695915	88698235	q22.1	NAP1L5
4	88725955	89111398	q22.1	FAM13A
4	89111500	89114899	q22.1	TIGD2
4	89236386	89308010	q22.1	GPRIN3
4	89724099	89838315	q22.1	SNCA
4	89879532	89954629	q22.1	MMRN1
4	90127535	91601913	q22.1	CCSER1
4	92303622	93810157	q22.1	GRID2
4	93828753	93830964	q22.2	ATOH1
4	94207611	94291292	q22.3	SMARCAD1
4	94298535	94342876	q22.3	HPGDS
4	94451857	94668227	q22.3	PDLIM5
4	94757968	95158448	q22.3	BMPR1B
4	95162504	95549206	q22.3	UNC5C
4	95840019	95841474	q22.3	PDHA2
4	97184093	98143240	q23	STPG2
4	98261384	98443861	q23	RAP1GDS1
4	98470367	98658629	q23	TSPAN5
4	98871684	98930637	q23	EIF4E
4	98995620	99062813	q23	METAP1
4	99070978	99088801	q23	ADH5
4	99123657	99157792	q23	ADH4
4	99202638	99219537	q23	ADH6
4	99276367	99291028	q23	ADH1A
4	99304964	99352760	q23	ADH1B
4	99336492	99353027	q23	ADH1C
4	99412261	99435737	q23	ADH7
4	99511004	99542303	q23	C4orf17
4	99546709	99564032	q23	TRMT10A
4	99563761	99623999	q23	MTTP
4	99816833	99870154	q23	DAPP1
4	99878336	99894490	q23	LAMTOR3
4	99896248	99946726	q23	DNAJB14
4	99948086	99950388	q23	H2AFZ
4	100185870	100190782	q24	DDIT4L
4	100395341	100880126	q24	EMCN
4	101023409	101348278	q24	PPP3CA
4	101411286	102074812	q24	BANK1
4	102251041	102431258	q24	SLC39A8
4	102501329	102617302	q24	NFKB1
4	102631488	102760994	q24	MANBA
4	102794383	102868896	q24	UBE2D3
4	102868978	102889242	q24	CISD2
4	102885048	103019739	q24	SLC9B1
4	103019868	103085829	q24	SLC9B2
4	103079435	103099883	q24	BDH2
4	103105806	103198409	q24	CENPE
4	103586031	103719816	q24	TACR3
4	104468312	104494901	q24	CXXC4
4	105145875	105279816	q24	TET2
4	105369077	105474081	q24	PPA2
4	105552620	105708093	q24	ARHGEF38
4	105682627	105895986	q24	INTS12
4	105708778	105847728	q24	GSTCD
4	105894775	106004027	q24	NPNT
4	106041599	106321495	q24	TBCK
4	106315544	106349226	q24	AIMP1
4	106357485	106368825	q24	GIMD1
4	106921802	107283806	q25	DKK2
4	107590276	107720452	q25	PAPSS1
4	107824563	107915047	q25	SGMS2
4	107931369	107953457	q25	CYP2U1
4	107989714	108035175	q25	HADH
4	108047545	108168956	q25	LEF1
4	108620566	108630412	q25	RPL34
4	108650584	108667820	q25	OSTC
4	108742040	108763054	q25	ETNPPL
4	108810721	109302657	q25	COL25A1
4	109433772	109540896	q25	SEC24B
4	109560205	109688726	q25	MCUB
4	109688622	109703583	q25	CASP6
4	109709989	109730077	q25	PLA2G12A
4	109740694	109802179	q25	CFI
4	109815510	109824740	q25	GAR1
4	109827994	109844604	q25	RRH
4	109848202	109872315	q25	LRIT3
4	109912884	110012266	q25	EGF
4	110045846	110199199	q25	ELOVL6
4	110365733	110565285	q25	ENPEP
4	110617423	110642123	q25	PITX2
4	112145397	112195256	q25	C4orf32
4	112231737	112270047	q25	AP1AR
4	112274542	112285903	q25	TIFA
4	112285509	112442620	q25	ALPK1
4	112513516	112516172	q25	NEUROG2
4	112539333	112636995	q25	ZGRF1
4	112636964	112657592	q25	LARP7
4	112818109	113383740	q25	ANK2
4	113451032	113761927	q26	CAMK2D
4	113900284	113979727	q26	ARSJ
4	114598455	114678224	q26	UGT8
4	114827763	115113876	q26	NDST4
4	117083554	117085576	q26	TRAM1L1
4	118033618	118258648	q26	NDST3
4	118280038	118353003	q26	PRSS12
4	118685368	118715433	q26	METTL14
4	118722823	118838683	q26	SEC24D
4	118850688	119061247	q26	SYNPO2
4	119135784	119187789	q26	MYOZ2
4	119212587	119295517	q26	USP53
4	119296419	119304445	q26	C4orf3
4	119317250	119322390	q26	FABP2
4	119494395	119628991	q26	PDE5A
4	120055608	120067074	q27	MAD2L1
4	120684919	120922870	q27	PRDM5
4	121035613	121073021	q27	NDNF
4	121131408	121227466	q27	TNIP3
4	121329312	121381059	q27	QRFPR
4	121667955	121697113	q27	ANXA5
4	121758933	121765427	q27	TMEM155
4	121801317	121817021	q27	EXOSC9
4	121816444	121823933	q27	CCNA2
4	121824440	121870497	q27	BBS7
4	121879027	121951754	q27	TRPC3
4	122152333	122362758	q27	KIAA1109
4	122378966	122429802	q27	ADAD1
4	122451470	122456725	q27	IL2
4	122612628	122621069	q27	IL21
4	122732702	122744943	q27	BBS12
4	122826708	122898236	q28.1	FGF2
4	122888697	122922968	q28.1	NUDT6
4	122923074	123319450	q28.1	SPATA5
4	123396795	123403760	q28.1	SPRY1
4	124664052	124712732	q28.1	ANKRD50
4	125316399	125492932	q28.1	FAT4
4	127623271	127726737	q28.1	INTU
4	127730378	127774299	q28.1	SLC25A31
4	127781821	127840733	q28.1	HSPA4L
4	127880861	127899195	q28.1	PLK4
4	127917732	127966034	q28.2	MFSD8
4	128061268	128222931	q28.2	LARP1B
4	128269237	128288829	q28.2	PGRMC2
4	128809623	128875224	q28.2	JADE1
4	128864921	129093607	q28.2	SCLT1
4	129093317	129116640	q28.2	C4orf33
4	133149315	133208606	q28.3	PCDH10
4	137518918	137532494	q28.3	PCDH18
4	138164097	138242349	q28.3	SLC7A11
4	139015789	139045939	q31.1	NOCT
4	139028112	139177218	q31.1	ELF2
4	139266163	139280338	q31.1	MGARP
4	139266880	139302551	q31.1	NDUFC1
4	139301455	139420033	q31.1	NAA15
4	139453232	139476609	q31.1	RAB33B
4	139495941	139606699	q31.1	SETD7
4	139665768	139740745	q31.1	MGST2
4	139716753	140154184	q31.1	MAML3
4	140257286	140385726	q31.1	SCOC
4	140388455	140427968	q31.1	CLGN
4	140442262	140498377	q31.1	MGAT4D
4	140524158	140553770	q31.1	ELMOD2
4	140559434	140568805	q31.1	UCP1
4	140620765	140756120	q31.21	TBC1D9
4	140859807	141212877	q31.21	RNF150
4	141220887	141234697	q31.21	ZNF330
4	141636599	141733987	q31.21	IL15
4	142023160	142847432	q31.21	INPP4B
4	143184917	143223830	q31.21	USP38
4	143336762	143474568	q31.21	GAB1
4	143513463	143557486	q31.21	SMARCA5
4	143577302	143700675	q31.21	FREM3
4	143870867	143905563	q31.21	GYPE
4	143996104	144019345	q31.21	GYPB
4	144109303	144870953	q31.21	GYPA
4	144646021	144745271	q31.21	HHIP
4	144831908	145098541	q31.21	ANAPC10
4	145097932	145129179	q31.21	ABCE1
4	145110838	145180161	q31.21	OTUD4
4	145481194	145558079	q31.21	SMAD1
4	145618263	145660035	q31.21	MMAA
4	145680115	145771032	q31.21	C4orf51
4	145757627	145938635	q31.22	ZNF827
4	146175685	146200000	q31.22	LSM6
4	146253975	146521964	q31.22	SLC10A7
4	146638893	146642474	q31.22	POU4F2
4	146706638	146945882	q31.22	TTC29
4	147480917	147544954	q31.22	EDNRA
4	147617383	147672044	q31.23	TMEM184C
4	147637785	147684230	q31.23	PRMT9
4	147732063	148072780	q31.23	ARHGAP10
4	148078762	148444698	q31.23	NR3C2
4	150078274	150257457	q31.23	DCLK2
4	150264531	151015727	q31.3	LRBA
4	150581922	150584693	q31.3	MAB21L2
4	151099573	151104652	q31.3	RPS3A
4	151102751	151325632	q31.3	SH3D19
4	151277171	151291453	q31.3	PRSS48
4	151409216	151663632	q31.3	FAM160A1
4	151670504	151761023	q31.3	GATB
4	152321259	152536101	q31.3	FBXW7
4	152618632	152680165	q31.3	TMEM154
4	152769354	152779764	q31.3	TIGD4
4	152779937	152918463	q31.3	ARFIP1
4	152936352	152979696	q31.3	FHDC1
4	153152342	153339320	q31.3	TRIM2
4	153344649	153415118	q31.3	MND1
4	153466346	153636711	q31.3	TMEM131L
4	153701500	153705699	q31.3	TLR2
4	153710125	153760235	q31.3	RNF175
4	153780592	153789120	q31.3	SFRP2
4	154232037	154491716	q31.3	DCHS2
4	154535006	154550435	q31.3	PLRG1
4	154562956	154571086	q31.3	FGB
4	154583126	154590766	q31.3	FGA
4	154604134	154612967	q32.1	FGG
4	154626945	154753118	q32.1	LRAT
4	154781213	154828813	q32.1	RBM46
4	155208629	155217078	q32.1	NPY2R
4	155342658	155376970	q32.1	MAP9
4	155666711	155732349	q32.1	GUCY1A3
4	155758992	155807591	q32.1	GUCY1B3
4	155829729	155866273	q32.1	ASIC5
4	155854738	155920406	q32.1	TDO2
4	155924118	155953917	q32.1	CTSO
4	156760454	156971394	q32.1	PDGFC
4	157076057	157172090	q32.1	GLRB
4	157204182	157366075	q32.1	GRIA2
4	158124474	158173318	q32.1	FAM198B
4	158201604	158255411	q32.1	TMEM144
4	158315311	158653372	q32.1	RXFP1
4	158666679	158672255	q32.1	C4orf46
4	158672125	158709623	q32.1	ETFDH
4	158709134	158723396	q32.1	PPID
4	158769138	158908049	q32.1	FNIP2
4	158893134	159038760	q32.1	C4orf45
4	159104178	159360169	q32.1	RAPGEF2
4	161383897	162164035	q32.2	FSTL5
4	163110073	163166921	q32.2	NAF1
4	163323961	163344832	q32.2	NPY1R
4	163343939	163351934	q32.2	NPY5R
4	163471093	163473746	q32.2	TKTL2
4	163494442	163520539	q32.2	TMA16
4	163524298	164384050	q32.3	MARCH1
4	164877004	164898965	q32.3	APELA
4	164954446	164977668	q32.3	TRIM61
4	164956948	164959122	q32.3	FAM218A
4	165031953	165041744	q32.3	TRIM60
4	165070608	165208549	q32.3	TMEM192
4	165207618	165323156	q32.3	KLHL2
4	165327623	165343160	q32.3	MSMO1
4	165361194	165498320	q32.3	CPE
4	165873258	166103895	q32.3	TLL1
4	166733384	167234796	q32.3	SPOCK3
4	168092515	168187690	q32.3	ANXA10
4	168216293	168318807	q32.3	DDX60
4	168356735	168537786	q32.3	DDX60L
4	168497066	168928457	q32.3	PALLD
4	168863770	169010275	q32.3	CBR4
4	169094256	169271105	q33	SH3RF1
4	169392857	169612629	q33	NEK1
4	169612633	169723673	q33	CLCN3
4	169729465	169757953	q33	HPF1
4	169986597	170033031	q33	MFAP3L
4	170060222	170091699	q33	AADAT
4	171812254	173041559	q34.1	GALNTL6
4	173168753	173323967	q34.1	GALNT7
4	173331695	173335125	q34.1	HMGB2
4	173369969	173377532	q34.1	SAP30
4	173384701	173406380	q34.1	SCRG1
4	173524969	173530229	q34.1	HAND2
4	174236658	174284264	q34.1	FBXO8
4	174283677	174333380	q34.1	CEP44
4	174490177	174523154	q34.1	HPGD
4	174636914	174829314	q34.1	GLRA3
4	174829668	174978180	q34.1	ADAM29
4	175632934	176002664	q34.2	GPM6A
4	176065834	176182818	q34.2	WDR17
4	176184638	176195671	q34.2	SPATA4
4	176213673	176277571	q34.2	ASB5
4	176319964	176332245	q34.2	SPCS3
4	176683538	176792727	q34.3	VEGFC
4	177309836	177362943	q34.3	NEIL3
4	177430770	177442503	q34.3	AGA
4	182143987	182803024	q34.3	TENM3
4	182890060	182917936	q35.1	DCTD
4	183099293	183320777	q35.1	WWC2
4	183318194	183320774	q35.1	CLDN22
4	183321764	183322426	q35.1	CLDN24
4	183444591	183448198	q35.1	CDKN2AIP
4	183504994	183511096	q35.1	ING2
4	183639635	183659225	q35.1	RWDD4
4	183659267	183713594	q35.1	TRAPPC11
4	183797692	184023526	q35.1	STOX2
4	184088706	184221230	q35.1	ENPP6
4	184387713	184474580	q35.1	IRF2
4	184627696	184649509	q35.1	CASP3
4	184649613	184694963	q35.1	PRIMPOL
4	184694618	184734133	q35.1	CENPU
4	184755595	184826818	q35.1	ACSL1
4	185018841	185020804	q35.1	HELT
4	185143241	185150382	q35.1	SLC25A4
4	185159665	185209504	q35.1	CFAP97
4	185204237	185370185	q35.1	SNX25
4	185363879	185395899	q35.1	LRP2BP
4	185396021	185400628	q35.1	ANKRD37
4	185399540	185425985	q35.1	UFSP2
4	185426249	185449826	q35.1	C4orf47
4	185445182	185471759	q35.1	CCDC110
4	185500660	185535612	q35.1	PDLIM3
4	185585444	185956652	q35.1	SORBS2
4	186069152	186088069	q35.1	TLR3
4	186104419	186172667	q35.1	FAM149A
4	186191520	186213456	q35.1	CYP4V2
4	186208979	186258471	q35.2	KLKB1
4	186265945	186288806	q35.2	F11
4	186533655	186555567	q35.2	MTNR1A
4	186587783	186726722	q35.2	FAT1
4	187995771	188005050	q35.2	ZFP42
4	188091273	188109603	q35.2	TRIML2
4	188139419	188147743	q35.2	TRIML1
4	189940788	189963204	q35.2	FRG1
4	190024351	190027257	q35.2	FRG2
4	190173774	190185942	q35.2	DUX4
5	92151	189972	p15.33	PLEKHG4B
5	191511	195353	p15.33	LRRC14B
5	196871	218215	p15.33	CCDC127
5	218241	256700	p15.33	SDHA
5	271621	353856	p15.33	PDCD6
5	304176	438291	p15.33	AHRR
5	443158	471937	p15.33	EXOC3
5	473310	524332	p15.33	SLC9A3
5	612272	667168	p15.33	CEP72
5	659862	693395	p15.33	TPPP
5	795606	850986	p15.33	ZDHHC11
5	850291	892824	p15.33	BRD9
5	892643	919357	p15.33	TRIP13
5	1008829	1038943	p15.33	NKD2
5	1050376	1112035	p15.33	SLC12A7
5	1201595	1225117	p15.33	SLC6A19
5	1225355	1246189	p15.33	SLC6A18
5	1253147	1295069	p15.33	TERT
5	1317744	1345099	p15.33	CLPTM1L
5	1392790	1445430	p15.33	SLC6A3
5	1456480	1523977	p15.33	LPCAT1
5	1798386	1801366	p15.33	MRPL36
5	1801400	1816605	p15.33	NDUFS6
5	1877413	1887236	p15.33	IRX4
5	2745845	2751662	p15.33	IRX2
5	2752131	2755397	p15.33	C5orf38
5	3596054	3601403	p15.33	IRX1
5	5140330	5320304	p15.32	ADAMTS16
5	5420664	5490234	p15.32	ICE1
5	6371881	6378594	p15.31	MED10
5	6448623	6494909	p15.31	UBE2QL1
5	6599239	6633291	p15.31	NSUN2
5	6633343	6674386	p15.31	SRD5A1
5	6713007	6757048	p15.31	PAPD7
5	7396208	7830081	p15.31	ADCY2
5	7830378	7851490	p15.31	C5orf49
5	7851186	7906025	p15.31	MTRR
5	7859159	7869037	p15.31	FASTKD3
5	9035026	9546075	p15.31	SEMA5A
5	9628997	9712378	p15.31	TAS2R1
5	10226330	10249897	p15.2	FAM173B
5	10249921	10266412	p15.2	CCT5
5	10275875	10308026	p15.2	CMBL
5	10353703	10440388	p15.2	MARCH6
5	10441524	10472029	p15.2	ROPN1L
5	10564330	10657816	p15.2	ANKRD33B
5	10679230	10761272	p15.2	DAP
5	10971840	11904043	p15.2	CTNND2
5	13690331	13944543	p15.2	DNAH5
5	14143702	14532128	p15.2	TRIO
5	14581775	14615007	p15.2	FAM105A
5	14664664	14699711	p15.2	OTULIN
5	14704804	14871778	p15.2	ANKH
5	15500196	15939795	p15.1	FBXL7
5	16067139	16180762	p15.1	MARCH11
5	16451519	16465792	p15.1	ZNF622
5	16473038	16617058	p15.1	RETREG1
5	16661914	16936276	p15.1	MYO10
5	17065598	17276843	p15.1	BASP1
5	19472951	20575873	p14.3	CDH18
5	21750673	22853622	p14.3	CDH12
5	23443586	23528597	p14.2	PRDM9
5	24487100	24644978	p14.1	CDH10
5	26880600	27121150	p14.1	CDH9
5	31193750	31329146	p13.3	CDH6
5	31400497	31532196	p13.3	DROSHA
5	31532266	31555058	p13.3	C5orf22
5	31639410	32110931	p13.3	PDZD2
5	32124704	32174350	p13.3	GOLPH3
5	32226994	32313009	p13.3	MTMR12
5	32354350	32444761	p13.3	ZFR
5	32531633	32604079	p13.3	SUB1
5	32689070	32791724	p13.3	NPR3
5	33440696	33469539	p13.3	TARS
5	33523535	33892192	p13.2	ADAMTS12
5	33936386	33938237	p13.2	RXFP3
5	33944616	33984730	p13.2	SLC45A2
5	33986178	34008108	p13.2	AMACR
5	34019448	34043832	p13.2	C1QTNF3
5	34656237	34832627	p13.2	RAI14
5	34838833	34899456	p13.2	TTC23L
5	34905264	34918989	p13.2	RAD1
5	34915376	34925996	p13.2	BRIX1
5	34929593	34958964	p13.2	DNAJC21
5	34998101	35048135	p13.2	AGXT2
5	35048756	35230589	p13.2	PRLR
5	35617844	35814611	p13.2	SPEF2
5	35852695	35879603	p13.2	IL7R
5	35904295	35938779	p13.2	CAPSL
5	35951010	36001028	p13.2	UGT3A1
5	36035017	36071358	p13.2	UGT3A2
5	36098412	36151961	p13.2	LMBRD2
5	36151989	36184319	p13.2	SKP2
5	36192592	36242279	p13.2	NADK2
5	36248434	36302114	p13.2	RANBP3L
5	36606355	36688334	p13.2	SLC1A3
5	36876759	37066413	p13.2	NIPBL
5	37106228	37249428	p13.2	C5orf42
5	37288137	37371181	p13.2	NUP155
5	37379212	37753435	p13.2	WDR70
5	37812677	37839686	p13.2	GDNF
5	38258409	38465021	p13.2	EGFLAM
5	38474963	38608354	p13.1	LIFR
5	38845858	38945596	p13.1	OSMR
5	38937919	39074408	p13.1	RICTOR
5	39105236	39274528	p13.1	FYB1
5	39284262	39424868	p13.1	C9
5	39371675	39462300	p13.1	DAB2
5	40512333	40755975	p13.1	TTC33
5	40679498	40693735	p13.1	PTGER4
5	40759379	40798374	p13.1	PRKAA1
5	40825262	40835335	p13.1	RPL37
5	40841184	40860175	p13.1	CARD6
5	40909252	40982939	p13.1	C7
5	40998017	41071342	p13.1	MROH2B
5	41142234	41261438	p13.1	C6
5	41306954	41510628	p13.1	PLCXD3
5	41730065	41870519	p13.1	OXCT1
5	41904188	41921636	p13.1	C5orf51
5	41925254	41941743	p13.1	FBXO4
5	42423777	42721878	p13.1	GHR
5	42756801	42802360	p12	CCDC152
5	42799880	42887392	p12	SELENOP
5	43039081	43043170	p12	ANXA2R
5	43065176	43192021	p12	ZNF131
5	43192071	43280850	p12	NIM1K
5	43289395	43313512	p12	HMGCS1
5	43376645	43412391	p12	CCL28
5	43444252	43483893	p12	TMEM267
5	43486701	43515145	p12	C5orf34
5	43526267	43557758	p12	PAIP1
5	43602692	43707405	p12	NNT
5	44303544	44389706	p12	FGF10
5	44808925	44820428	p12	MRPS30
5	45254950	45696498	p12	HCN1
5	50396192	50443248	q11.1	EMB
5	50665899	50846522	q11.1	PARP8
5	51383391	51394738	q11.1	ISL1
5	52787896	52959210	q11.2	ITGA1
5	52787940	52804046	q11.2	PELO
5	52989326	53094779	q11.2	ITGA2
5	53095679	53110063	q11.2	MOCS2
5	53480409	53487134	q11.2	FST
5	53560633	53683340	q11.2	NDUFS4
5	53883945	54310582	q11.2	ARL15
5	54455601	54456384	q11.2	HSPB3
5	54517759	54546585	q11.2	SNX18
5	54977864	55022671	q11.2	ESM1
5	55024253	55034570	q11.2	GZMK
5	55102648	55110252	q11.2	GZMA
5	55112995	55173175	q11.2	CDC20B
5	55160118	55167071	q11.2	GPX8
5	55219614	55227315	q11.2	MCIDAS
5	55231152	55233680	q11.2	CCNO
5	55256245	55307722	q11.2	DHX29
5	55307760	55425581	q11.2	SKIV2L2
5	55424854	55535050	q11.2	PLPP1
5	55625845	55773194	q11.2	SLC38A9
5	55738017	55817157	q11.2	DDX4
5	55851379	55922853	q11.2	IL31RA
5	55935095	55994993	q11.2	IL6ST
5	56099678	56233359	q11.2	ANKRD55
